age;sex;gender;marital_status;citizenship;ethnicity;educational_attainment;employment_status;industry;hours;earnings;disability_status;life_satisfaction
65 to 69 years;Female;Woman;Divorced;Native;White;Bachelor's degree or higher;Under 16 years and/or unemployed;Educational services, and health care and social assistance;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;6
45 to 49 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
45 to 49 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
40 to 44 years;Female;Woman;Never married;Foreign-born (naturalized);Some other race;Some college or Associate's degree;Private not-for-profit wage and salary workers;Professional, scientific, and management, and administrative and waste management services;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
50 to 54 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Private not-for-profit wage and salary workers;Educational services, and health care and social assistance;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
30 to 34 years;Male;Man;Never married;Foreign-born (not citizen);White;Some college, no degree;Under 16 years and/or unemployed;Under 16 years and/or unemployed;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
40 to 44 years;Female;Woman;Never married;Foreign-born (not citizen);Asian;Bachelor's degree or higher;Under 16 years and/or unemployed;Educational services, and health care and social assistance;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
40 to 44 years;Female;Woman;Never married;Foreign-born (not citizen);Asian;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
25 to 29 years;Female;Woman;Never married;Foreign-born (naturalized);Black or African American;Some college, no degree;Private not-for-profit wage and salary workers;Educational services, and health care and social assistance;15 to 34 hours per week;Under 16 years and/or without full-time, year-round earnings;With a disability;6
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
40 to 44 years;Female;Woman;Never married;Foreign-born (naturalized);White;Some college, no degree;Private not-for-profit wage and salary workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
50 to 54 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;6
35 to 39 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Professional, scientific, and management, and administrative and waste management services;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
65 to 69 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Under 16 years and/or unemployed;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;5
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Under 16 years and/or unemployed;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;5
40 to 44 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Under 16 years and/or unemployed;Under 16 years and/or unemployed;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
20 to 24 years;Male;Man;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Educational services, and health care and social assistance;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Private not-for-profit wage and salary workers;Educational services, and health care and social assistance;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
65 to 69 years;Male;Man;Divorced;Foreign-born (not citizen);Black or African American;Some college, no degree;Under 16 years and/or unemployed;Public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;5
65 to 69 years;Female;Woman;Widowed;Foreign-born (naturalized);Black or African American;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Professional, scientific, and management, and administrative and waste management services;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;5
40 to 44 years;Female;Woman;Never married;Foreign-born (not citizen);White;Bachelor's degree or higher;Under 16 years and/or unemployed;Educational services, and health care and social assistance;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
40 to 44 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Private not-for-profit wage and salary workers;Educational services, and health care and social assistance;15 to 34 hours per week;Under 16 years and/or without full-time, year-round earnings;With a disability;7
40 to 44 years;Female;Woman;Never married;Foreign-born (not citizen);White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;5
45 to 49 years;Female;Woman;Never married;Foreign-born (naturalized);Asian;Some college, no degree;Under 16 years and/or unemployed;Public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
20 to 24 years;Female;Woman;Never married;Foreign-born (not citizen);White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;6
35 to 39 years;Female;Woman;Never married;Foreign-born (not citizen);White;Some college or Associate's degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;5
40 to 44 years;Male;Man;Never married;Foreign-born (naturalized);Asian;Some college, no degree;Under 16 years and/or unemployed;Professional, scientific, and management, and administrative and waste management services;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
60 to 64 years;Male;Man;Never married;Foreign-born (naturalized);White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
50 to 54 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;6
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;5
45 to 49 years;Male;Man;Never married;Foreign-born (naturalized);Two or more races;Bachelor's degree or higher;Under 16 years and/or unemployed;Arts, entertainment, and recreation, and accommodation and food services;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
45 to 49 years;Female;Woman;Never married;Foreign-born (not citizen);Black or African American;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;5
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;6
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Private not-for-profit wage and salary workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;8
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
40 to 44 years;Male;Man;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Under 16 years and/or unemployed;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;6
20 to 24 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Under 16 years and/or unemployed;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
30 to 34 years;Female;Woman;Never married;Foreign-born (naturalized);White;Bachelor's degree or higher;Private not-for-profit wage and salary workers;Educational services, and health care and social assistance;35 or more hours per week;Under 16 years and/or without full-time, year-round earnings;With a disability;8
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Private not-for-profit wage and salary workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
20 to 24 years;Female;Woman;Never married;Foreign-born (naturalized);White;Some college, no degree;Under 16 years and/or unemployed;Professional, scientific, and management, and administrative and waste management services;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Under 16 years and/or unemployed;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;6
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Private not-for-profit wage and salary workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
40 to 44 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Private not-for-profit wage and salary workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;8
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Under 16 years and/or unemployed;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;6
20 to 24 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Under 16 years and/or unemployed;Educational services, and health care and social assistance;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
20 to 24 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Under 16 years and/or unemployed;Educational services, and health care and social assistance;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;8
40 to 44 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Under 16 years and/or unemployed;Professional, scientific, and management, and administrative and waste management services;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
30 to 34 years;Female;Woman;Never married;Foreign-born (not citizen);Asian;Some college or Associate's degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
45 to 49 years;Female;Woman;Never married;Foreign-born (not citizen);White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
40 to 44 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Under 16 years and/or unemployed;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Under 16 years and/or unemployed;Educational services, and health care and social assistance;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;7
40 to 44 years;Male;Man;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;5
40 to 44 years;Female;Woman;Never married;Foreign-born (naturalized);White;Some college, no degree;Private not-for-profit wage and salary workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$10,000 to $14,999;With a disability;7
20 to 24 years;Female;Woman;Never married;Native;White;Some college, no degree;Under 16 years and/or unemployed;Other services, except public administration;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;6
40 to 44 years;Female;Woman;Divorced;Foreign-born (not citizen);White;Some college, no degree;Under 16 years and/or unemployed;Under 16 years and/or unemployed;Didn't work;Under 16 years and/or without full-time, year-round earnings;With a disability;6
