age;sex;gender;marital_status;citizenship;ethnicity;educational_attainment;employment_status;industry;hours;earnings;disability_status;life_satisfaction
40 to 44 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$35,000 to $49,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;5
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
40 to 44 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
35 to 39 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$15,000 to $24,999;With a disability;6
30 to 34 years;Female;Woman;Now married (except separated);Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
35 to 39 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
40 to 44 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
35 to 39 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
35 to 39 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
35 to 39 years;Female;Woman;Divorced;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
35 to 39 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
40 to 44 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;6
35 to 39 years;Female;Woman;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
35 to 39 years;Female;Woman;Now married (except separated);Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
35 to 39 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$10,000 to $14,999;With a disability;7
35 to 39 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$25,000 to $34,999;With a disability;7
35 to 39 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
35 to 39 years;Female;Woman;Divorced;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$35,000 to $49,999;With a disability;7
30 to 34 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;5
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$35,000 to $49,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$35,000 to $49,999;With a disability;7
40 to 44 years;Female;Woman;Divorced;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$35,000 to $49,999;With a disability;7
35 to 39 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
35 to 39 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$35,000 to $49,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;6
40 to 44 years;Female;Woman;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
35 to 39 years;Female;Woman;Divorced;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$10,000 to $14,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;6
35 to 39 years;Female;Woman;Divorced;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;6
35 to 39 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$10,000 to $14,999;With a disability;7
30 to 34 years;Female;Woman;Divorced;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
35 to 39 years;Female;Woman;Divorced;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
30 to 34 years;Female;Woman;Divorced;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;With a disability;7
35 to 39 years;Female;Woman;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
30 to 34 years;Female;Woman;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
35 to 39 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
35 to 39 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;6
35 to 39 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
35 to 39 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
35 to 39 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
40 to 44 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$35,000 to $49,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;6
35 to 39 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
40 to 44 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
30 to 34 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$35,000 to $49,999;With a disability;7
40 to 44 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
40 to 44 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
40 to 44 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
35 to 39 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$35,000 to $49,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$35,000 to $49,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;5
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;With a disability;7
40 to 44 years;Female;Woman;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$35,000 to $49,999;With a disability;7
40 to 44 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
40 to 44 years;Female;Woman;Divorced;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
35 to 39 years;Female;Woman;Divorced;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$25,000 to $34,999;With a disability;7
35 to 39 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$10,000 to $14,999;With a disability;7
35 to 39 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$15,000 to $24,999;With a disability;6
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;With a disability;7
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$15,000 to $24,999;With a disability;7
