age;sex;gender;marital_status;citizenship;ethnicity;educational_attainment;employment_status;industry;hours;earnings;disability_status;life_satisfaction
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Information;35 or more hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Manufacturing;35 or more hours per week;$50,000 to $64,999;Without a disability;6
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$75,000 to $99,999;Without a disability;8
35 to 39 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$100,000 or more;Without a disability;5
35 to 39 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;15 to 34 hours per week;$35,000 to $49,999;Without a disability;7
30 to 34 years;Male;Man;Now married (except separated);Native;White;Some college or Associate's degree;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;5
25 to 29 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;Some college, no degree;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$75,000 to $99,999;Without a disability;7
30 to 34 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$35,000 to $49,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$25,000 to $34,999;Without a disability;8
30 to 34 years;Female;Woman;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;Without a disability;8
35 to 39 years;Male;Man;Now married (except separated);Native;White;Some college or Associate's degree;Employee of private company workers;Information;35 or more hours per week;$75,000 to $99,999;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Manufacturing;35 or more hours per week;$50,000 to $64,999;Without a disability;5
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Information;35 or more hours per week;$50,000 to $64,999;Without a disability;6
25 to 29 years;Female;Woman;Now married (except separated);Native;White;Some college or Associate's degree;Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Male;Man;Never married;Native;White;Some college, no degree;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;7
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$50,000 to $64,999;Without a disability;6
25 to 29 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;Without a disability;8
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Finance and insurance, and real estate and rental and leasing;15 to 34 hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$25,000 to $34,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
25 to 29 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;15 to 34 hours per week;$50,000 to $64,999;Without a disability;5
25 to 29 years;Male;Man;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;7
25 to 29 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
25 to 29 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;7
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$25,000 to $34,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;15 to 34 hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
25 to 29 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;15 to 34 hours per week;$35,000 to $49,999;Without a disability;5
25 to 29 years;Female;Woman;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;Without a disability;7
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$75,000 to $99,999;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Manufacturing;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$35,000 to $49,999;Without a disability;5
30 to 34 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;5
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$100,000 or more;Without a disability;8
30 to 34 years;Female;Woman;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$75,000 to $99,999;Without a disability;8
30 to 34 years;Female;Woman;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;Without a disability;10
30 to 34 years;Male;Man;Now married (except separated);Native;White;Some college or Associate's degree;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$100,000 or more;Without a disability;10
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$75,000 to $99,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Manufacturing;35 or more hours per week;$25,000 to $34,999;Without a disability;7
30 to 34 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Information;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$100,000 or more;Without a disability;10
25 to 29 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Information;35 or more hours per week;$50,000 to $64,999;Without a disability;6
25 to 29 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$25,000 to $34,999;Without a disability;5
30 to 34 years;Female;Woman;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$75,000 to $99,999;Without a disability;5
30 to 34 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$50,000 to $64,999;Without a disability;6
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Information;15 to 34 hours per week;$50,000 to $64,999;Without a disability;5
25 to 29 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Female;Woman;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$25,000 to $34,999;Without a disability;6
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$75,000 to $99,999;Without a disability;10
25 to 29 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Information;35 or more hours per week;$100,000 or more;Without a disability;5
25 to 29 years;Male;Man;Now married (except separated);Native;White;Some college or Associate's degree;Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;Some college, no degree;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$75,000 to $99,999;Without a disability;6
25 to 29 years;Male;Man;Never married;Native;White;Some college, no degree;Employee of private company workers;Retail trade;35 or more hours per week;$25,000 to $34,999;Without a disability;8
25 to 29 years;Female;Woman;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$35,000 to $49,999;Without a disability;5
30 to 34 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$100,000 or more;Without a disability;8
25 to 29 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Information;35 or more hours per week;$35,000 to $49,999;Without a disability;5
35 to 39 years;Female;Woman;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
35 to 39 years;Female;Woman;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;Without a disability;5
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;7
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$50,000 to $64,999;Without a disability;7
35 to 39 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$100,000 or more;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$50,000 to $64,999;Without a disability;8
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
35 to 39 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$50,000 to $64,999;Without a disability;6
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$35,000 to $49,999;Without a disability;8
30 to 34 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$100,000 or more;Without a disability;10
25 to 29 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$35,000 to $49,999;Without a disability;5
25 to 29 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$25,000 to $34,999;Without a disability;7
35 to 39 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$75,000 to $99,999;Without a disability;8
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$50,000 to $64,999;Without a disability;8
35 to 39 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Female;Woman;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Educational services, and health care and social assistance;35 or more hours per week;$35,000 to $49,999;Without a disability;8
30 to 34 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Information;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Female;Woman;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
25 to 29 years;Male;Man;Never married;Native;White;Some college, no degree;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$35,000 to $49,999;Without a disability;5
25 to 29 years;Female;Woman;Never married;Native;White;Some college, no degree;Employee of private company workers;Retail trade;35 or more hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$35,000 to $49,999;Without a disability;5
30 to 34 years;Female;Woman;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Educational services, and health care and social assistance;15 to 34 hours per week;$35,000 to $49,999;Without a disability;8
25 to 29 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;15 to 34 hours per week;$35,000 to $49,999;Without a disability;7
35 to 39 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$75,000 to $99,999;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Female;Woman;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$75,000 to $99,999;Without a disability;9
30 to 34 years;Female;Woman;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$35,000 to $49,999;Without a disability;8
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;5
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;6
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$100,000 or more;Without a disability;8
30 to 34 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$100,000 or more;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Manufacturing;35 or more hours per week;$35,000 to $49,999;Without a disability;5
30 to 34 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;7
35 to 39 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$100,000 or more;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$35,000 to $49,999;Without a disability;8
40 to 44 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$100,000 or more;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;9
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;15 to 34 hours per week;$50,000 to $64,999;Without a disability;7
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Information;35 or more hours per week;$75,000 to $99,999;Without a disability;8
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Information;35 or more hours per week;$100,000 or more;Without a disability;10
25 to 29 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$25,000 to $34,999;Without a disability;5
30 to 34 years;Male;Man;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$100,000 or more;Without a disability;5
30 to 34 years;Male;Man;Never married;Native;White;Some college or Associate's degree;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$75,000 to $99,999;Without a disability;7
35 to 39 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$50,000 to $64,999;Without a disability;5
25 to 29 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Information;35 or more hours per week;$50,000 to $64,999;Without a disability;5
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;5
30 to 34 years;Male;Man;Never married;Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$50,000 to $64,999;Without a disability;5
25 to 29 years;Male;Man;Never married;Native;White;Bachelor's degree or higher;Employee of private company workers;Information;35 or more hours per week;$100,000 or more;Without a disability;8
35 to 39 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;8
30 to 34 years;Male;Man;Never married;Native;White;Some college, no degree;Self-employed in own incorporated business workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$100,000 or more;Without a disability;8
25 to 29 years;Female;Woman;Now married (except separated);Native;White;Bachelor's degree or higher;Employee of private company workers;Finance and insurance, and real estate and rental and leasing;35 or more hours per week;$25,000 to $34,999;Without a disability;8
30 to 34 years;Male;Man;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Retail trade;35 or more hours per week;$25,000 to $34,999;Without a disability;8
30 to 34 years;Female;Woman;Now married (except separated);Native;White;High school graduate (includes equivalency);Employee of private company workers;Professional, scientific, and management, and administrative and waste management services;35 or more hours per week;$50,000 to $64,999;Without a disability;7
